Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
SRR27013315_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 2770.0)	(40, 5653.0)	(50, 6317.0)	(60, 6708.0)	(70, 7123.0)	(80, 7344.0)	(90, 7909.0)	(100, 8524.0)	(110, 9252.0)	(120, 10205.0)	(130, 11143.0)	(140, 12647.0)	(150, 14438.0)	(160, 15699.0)	(170, 17640.0)	(180, 19305.0)	(190, 21305.0)	(200, 22667.0)	(210, 24228.0)	(220, 24851.0)	(230, 25540.0)	(240, 25874.0)	(250, 25343.0)	(260, 24855.0)	(270, 23674.0)	(280, 22298.0)	(290, 39063.0)	(300, 251911.0)
SRR27013316_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 2818.0)	(40, 5893.0)	(50, 7004.0)	(60, 7570.0)	(70, 7895.0)	(80, 8274.0)	(90, 8586.0)	(100, 8961.0)	(110, 9466.0)	(120, 10221.0)	(130, 10700.0)	(140, 11668.0)	(150, 12666.0)	(160, 13727.0)	(170, 14985.0)	(180, 15898.0)	(190, 17068.0)	(200, 18032.0)	(210, 19046.0)	(220, 19677.0)	(230, 19847.0)	(240, 20733.0)	(250, 20376.0)	(260, 20070.0)	(270, 19648.0)	(280, 18704.0)	(290, 37687.0)	(300, 266995.0)
SRR27013316_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 2820.0)	(40, 5916.0)	(50, 7018.0)	(60, 7586.0)	(70, 7894.0)	(80, 8298.0)	(90, 8628.0)	(100, 8983.0)	(110, 9472.0)	(120, 10218.0)	(130, 10715.0)	(140, 11619.0)	(150, 12578.0)	(160, 13646.0)	(170, 14808.0)	(180, 15665.0)	(190, 16735.0)	(200, 17583.0)	(210, 18448.0)	(220, 18848.0)	(230, 18744.0)	(240, 19143.0)	(250, 18458.0)	(260, 17602.0)	(270, 16517.0)	(280, 14916.0)	(290, 25246.0)	(300, 296111.0)
SRR27013317_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3579.0)	(40, 6987.0)	(50, 7701.0)	(60, 8337.0)	(70, 8514.0)	(80, 8643.0)	(90, 8655.0)	(100, 8960.0)	(110, 9320.0)	(120, 9601.0)	(130, 10248.0)	(140, 10926.0)	(150, 11646.0)	(160, 12887.0)	(170, 13891.0)	(180, 14846.0)	(190, 16054.0)	(200, 17291.0)	(210, 18292.0)	(220, 18834.0)	(230, 18736.0)	(240, 18728.0)	(250, 18170.0)	(260, 17255.0)	(270, 15493.0)	(280, 14203.0)	(290, 26900.0)	(300, 327085.0)
SRR27013318_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 991.0)	(40, 2157.0)	(50, 2530.0)	(60, 2775.0)	(70, 3280.0)	(80, 3309.0)	(90, 3636.0)	(100, 3887.0)	(110, 4151.0)	(120, 4499.0)	(130, 4839.0)	(140, 5466.0)	(150, 5836.0)	(160, 6436.0)	(170, 6952.0)	(180, 7687.0)	(190, 8297.0)	(200, 9240.0)	(210, 9767.0)	(220, 10248.0)	(230, 10989.0)	(240, 11349.0)	(250, 11907.0)	(260, 12435.0)	(270, 12780.0)	(280, 12898.0)	(290, 32442.0)	(300, 243995.0)
SRR27013318_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 975.0)	(40, 2127.0)	(50, 2492.0)	(60, 2739.0)	(70, 3218.0)	(80, 3239.0)	(90, 3554.0)	(100, 3792.0)	(110, 4034.0)	(120, 4393.0)	(130, 4644.0)	(140, 5282.0)	(150, 5589.0)	(160, 6158.0)	(170, 6602.0)	(180, 7248.0)	(190, 7743.0)	(200, 8572.0)	(210, 8960.0)	(220, 9213.0)	(230, 9657.0)	(240, 9639.0)	(250, 9942.0)	(260, 10011.0)	(270, 10130.0)	(280, 9952.0)	(290, 25966.0)	(300, 268907.0)
SRR27013319_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 2165.0)	(40, 4186.0)	(50, 4796.0)	(60, 5152.0)	(70, 5333.0)	(80, 5570.0)	(90, 5748.0)	(100, 5874.0)	(110, 6156.0)	(120, 6375.0)	(130, 6868.0)	(140, 7308.0)	(150, 7705.0)	(160, 8293.0)	(170, 8945.0)	(180, 9501.0)	(190, 10213.0)	(200, 11013.0)	(210, 11495.0)	(220, 12064.0)	(230, 12079.0)	(240, 12533.0)	(250, 12711.0)	(260, 12529.0)	(270, 12442.0)	(280, 12205.0)	(290, 31533.0)	(300, 224723.0)
SRR27013319_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 2152.0)	(40, 4171.0)	(50, 4785.0)	(60, 5160.0)	(70, 5290.0)	(80, 5502.0)	(90, 5655.0)	(100, 5753.0)	(110, 6032.0)	(120, 6198.0)	(130, 6635.0)	(140, 7051.0)	(150, 7323.0)	(160, 7791.0)	(170, 8239.0)	(180, 8546.0)	(190, 8832.0)	(200, 9318.0)	(210, 9238.0)	(220, 9408.0)	(230, 8902.0)	(240, 8357.0)	(250, 7992.0)	(260, 7666.0)	(270, 6869.0)	(280, 6410.0)	(290, 14237.0)	(300, 282003.0)
SRR27013320_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3316.0)	(40, 6525.0)	(50, 7397.0)	(60, 7855.0)	(70, 8253.0)	(80, 8585.0)	(90, 8952.0)	(100, 9557.0)	(110, 9861.0)	(120, 10643.0)	(130, 11799.0)	(140, 12641.0)	(150, 13867.0)	(160, 14913.0)	(170, 16353.0)	(180, 17491.0)	(190, 18895.0)	(200, 19930.0)	(210, 20594.0)	(220, 21013.0)	(230, 21083.0)	(240, 20792.0)	(250, 19851.0)	(260, 18774.0)	(270, 16561.0)	(280, 15159.0)	(290, 25859.0)	(300, 288006.0)
SRR27013321_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4140.0)	(40, 8015.0)	(50, 9344.0)	(60, 9823.0)	(70, 10379.0)	(80, 10713.0)	(90, 10880.0)	(100, 11222.0)	(110, 11842.0)	(120, 12537.0)	(130, 12857.0)	(140, 13849.0)	(150, 14849.0)	(160, 16389.0)	(170, 17529.0)	(180, 18849.0)	(190, 20221.0)	(200, 21613.0)	(210, 22941.0)	(220, 23766.0)	(230, 24219.0)	(240, 24437.0)	(250, 24366.0)	(260, 23977.0)	(270, 22771.0)	(280, 21915.0)	(290, 40629.0)	(300, 274709.0)
SRR27013321_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4143.0)	(40, 8011.0)	(50, 9326.0)	(60, 9821.0)	(70, 10333.0)	(80, 10676.0)	(90, 10884.0)	(100, 11197.0)	(110, 11764.0)	(120, 12410.0)	(130, 12719.0)	(140, 13674.0)	(150, 14659.0)	(160, 16046.0)	(170, 17126.0)	(180, 18321.0)	(190, 19513.0)	(200, 20714.0)	(210, 21742.0)	(220, 22163.0)	(230, 22204.0)	(240, 21796.0)	(250, 21318.0)	(260, 19997.0)	(270, 18067.0)	(280, 16468.0)	(290, 27730.0)	(300, 315959.0)
SRR27013322_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3244.0)	(40, 6571.0)	(50, 7314.0)	(60, 7898.0)	(70, 8163.0)	(80, 8415.0)	(90, 8693.0)	(100, 9376.0)	(110, 9863.0)	(120, 10773.0)	(130, 11936.0)	(140, 12968.0)	(150, 14516.0)	(160, 16247.0)	(170, 17696.0)	(180, 19257.0)	(190, 21409.0)	(200, 22948.0)	(210, 24398.0)	(220, 25655.0)	(230, 26351.0)	(240, 26394.0)	(250, 26463.0)	(260, 26205.0)	(270, 24791.0)	(280, 23903.0)	(290, 43166.0)	(300, 288837.0)
SRR27013322_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3214.0)	(40, 6542.0)	(50, 7296.0)	(60, 7856.0)	(70, 8118.0)	(80, 8365.0)	(90, 8636.0)	(100, 9264.0)	(110, 9722.0)	(120, 10579.0)	(130, 11691.0)	(140, 12702.0)	(150, 14168.0)	(160, 15819.0)	(170, 17108.0)	(180, 18517.0)	(190, 20335.0)	(200, 21667.0)	(210, 22698.0)	(220, 23508.0)	(230, 23594.0)	(240, 23043.0)	(250, 22374.0)	(260, 20998.0)	(270, 18849.0)	(280, 17016.0)	(290, 29540.0)	(300, 340231.0)
SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3368.0)	(40, 6615.0)	(50, 7490.0)	(60, 7783.0)	(70, 8066.0)	(80, 8299.0)	(90, 8347.0)	(100, 8576.0)	(110, 8949.0)	(120, 9303.0)	(130, 9699.0)	(140, 10190.0)	(150, 10920.0)	(160, 11766.0)	(170, 12782.0)	(180, 13724.0)	(190, 14623.0)	(200, 15445.0)	(210, 16268.0)	(220, 17028.0)	(230, 17231.0)	(240, 17707.0)	(250, 17494.0)	(260, 17257.0)	(270, 16456.0)	(280, 15595.0)	(290, 34383.0)	(300, 231137.0)
SRR27013323_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3369.0)	(40, 6557.0)	(50, 7439.0)	(60, 7775.0)	(70, 7958.0)	(80, 8150.0)	(90, 8098.0)	(100, 8328.0)	(110, 8601.0)	(120, 8817.0)	(130, 9162.0)	(140, 9520.0)	(150, 10002.0)	(160, 10631.0)	(170, 11317.0)	(180, 11618.0)	(190, 11836.0)	(200, 11903.0)	(210, 11924.0)	(220, 11890.0)	(230, 11232.0)	(240, 10087.0)	(250, 9268.0)	(260, 8731.0)	(270, 7315.0)	(280, 6588.0)	(290, 15294.0)	(300, 323091.0)
SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3058.0)	(40, 6053.0)	(50, 6931.0)	(60, 7492.0)	(70, 7957.0)	(80, 8226.0)	(90, 8619.0)	(100, 8990.0)	(110, 9610.0)	(120, 10187.0)	(130, 10978.0)	(140, 11936.0)	(150, 12881.0)	(160, 14014.0)	(170, 15156.0)	(180, 15989.0)	(190, 17499.0)	(200, 18888.0)	(210, 19639.0)	(220, 20272.0)	(230, 20674.0)	(240, 21095.0)	(250, 20837.0)	(260, 20756.0)	(270, 20211.0)	(280, 19167.0)	(290, 37474.0)	(300, 263735.0)
SRR27013324_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3053.0)	(40, 6049.0)	(50, 6914.0)	(60, 7480.0)	(70, 7971.0)	(80, 8234.0)	(90, 8607.0)	(100, 8985.0)	(110, 9579.0)	(120, 10093.0)	(130, 10860.0)	(140, 11763.0)	(150, 12705.0)	(160, 13774.0)	(170, 14881.0)	(180, 15599.0)	(190, 16907.0)	(200, 18121.0)	(210, 18636.0)	(220, 19021.0)	(230, 19137.0)	(240, 18964.0)	(250, 18339.0)	(260, 17525.0)	(270, 16146.0)	(280, 14562.0)	(290, 25140.0)	(300, 299279.0)
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4016.0)	(40, 7414.0)	(50, 8600.0)	(60, 8999.0)	(70, 9296.0)	(80, 9516.0)	(90, 10109.0)	(100, 10371.0)	(110, 11106.0)	(120, 11737.0)	(130, 12755.0)	(140, 13881.0)	(150, 15652.0)	(160, 16716.0)	(170, 18451.0)	(180, 20031.0)	(190, 21616.0)	(200, 23092.0)	(210, 24382.0)	(220, 25258.0)	(230, 25432.0)	(240, 25579.0)	(250, 25191.0)	(260, 24586.0)	(270, 23787.0)	(280, 22435.0)	(290, 40885.0)	(300, 278073.0)
SRR27013325_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3978.0)	(40, 7381.0)	(50, 8554.0)	(60, 8968.0)	(70, 9278.0)	(80, 9463.0)	(90, 10030.0)	(100, 10274.0)	(110, 10967.0)	(120, 11553.0)	(130, 12549.0)	(140, 13584.0)	(150, 15308.0)	(160, 16272.0)	(170, 17949.0)	(180, 19271.0)	(190, 20595.0)	(200, 21739.0)	(210, 22698.0)	(220, 23120.0)	(230, 22818.0)	(240, 22335.0)	(250, 21382.0)	(260, 19844.0)	(270, 18107.0)	(280, 16112.0)	(290, 28264.0)	(300, 326573.0)
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3386.0)	(40, 7079.0)	(50, 8203.0)	(60, 8942.0)	(70, 9236.0)	(80, 9406.0)	(90, 9927.0)	(100, 10336.0)	(110, 10730.0)	(120, 11155.0)	(130, 11727.0)	(140, 12685.0)	(150, 13513.0)	(160, 14826.0)	(170, 15833.0)	(180, 16607.0)	(190, 18393.0)	(200, 19518.0)	(210, 20386.0)	(220, 21206.0)	(230, 21603.0)	(240, 21954.0)	(250, 21935.0)	(260, 21234.0)	(270, 20688.0)	(280, 19853.0)	(290, 36720.0)	(300, 252837.0)
SRR27013326_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3371.0)	(40, 7044.0)	(50, 8206.0)	(60, 8943.0)	(70, 9229.0)	(80, 9413.0)	(90, 9886.0)	(100, 10299.0)	(110, 10653.0)	(120, 11027.0)	(130, 11553.0)	(140, 12510.0)	(150, 13297.0)	(160, 14520.0)	(170, 15415.0)	(180, 16101.0)	(190, 17689.0)	(200, 18571.0)	(210, 19234.0)	(220, 19653.0)	(230, 19674.0)	(240, 19562.0)	(250, 19040.0)	(260, 17534.0)	(270, 16278.0)	(280, 14796.0)	(290, 25154.0)	(300, 291266.0)
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 2438.0)	(40, 4947.0)	(50, 5594.0)	(60, 6074.0)	(70, 6313.0)	(80, 6494.0)	(90, 6746.0)	(100, 6972.0)	(110, 7388.0)	(120, 7806.0)	(130, 8465.0)	(140, 9116.0)	(150, 9762.0)	(160, 11080.0)	(170, 12073.0)	(180, 13041.0)	(190, 14512.0)	(200, 15825.0)	(210, 16981.0)	(220, 17977.0)	(230, 19021.0)	(240, 19747.0)	(250, 19882.0)	(260, 20175.0)	(270, 19537.0)	(280, 19369.0)	(290, 39889.0)	(300, 295734.0)
SRR27013327_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 2400.0)	(40, 4886.0)	(50, 5520.0)	(60, 6021.0)	(70, 6207.0)	(80, 6386.0)	(90, 6604.0)	(100, 6779.0)	(110, 7197.0)	(120, 7605.0)	(130, 8207.0)	(140, 8748.0)	(150, 9299.0)	(160, 10478.0)	(170, 11389.0)	(180, 12154.0)	(190, 13315.0)	(200, 14308.0)	(210, 14999.0)	(220, 15545.0)	(230, 15967.0)	(240, 15804.0)	(250, 15358.0)	(260, 14553.0)	(270, 13070.0)	(280, 12252.0)	(290, 26652.0)	(300, 351255.0)
SRR27013328_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3627.0)	(40, 6882.0)	(50, 7587.0)	(60, 7711.0)	(70, 7774.0)	(80, 7837.0)	(90, 7911.0)	(100, 8203.0)	(110, 8568.0)	(120, 8872.0)	(130, 9166.0)	(140, 9856.0)	(150, 10584.0)	(160, 11438.0)	(170, 12511.0)	(180, 13586.0)	(190, 14689.0)	(200, 15874.0)	(210, 16889.0)	(220, 17434.0)	(230, 17621.0)	(240, 17588.0)	(250, 17003.0)	(260, 15904.0)	(270, 14392.0)	(280, 13097.0)	(290, 24516.0)	(300, 299615.0)
SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 5074.0)	(40, 10136.0)	(50, 11611.0)	(60, 11832.0)	(70, 12264.0)	(80, 12362.0)	(90, 12422.0)	(100, 12716.0)	(110, 12918.0)	(120, 13363.0)	(130, 13902.0)	(140, 14833.0)	(150, 15783.0)	(160, 16943.0)	(170, 18165.0)	(180, 19304.0)	(190, 20533.0)	(200, 22185.0)	(210, 23284.0)	(220, 24380.0)	(230, 25104.0)	(240, 25612.0)	(250, 25918.0)	(260, 25607.0)	(270, 25102.0)	(280, 24334.0)	(290, 47094.0)	(300, 325614.0)
SRR27013329_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4974.0)	(40, 9987.0)	(50, 11465.0)	(60, 11702.0)	(70, 12124.0)	(80, 12266.0)	(90, 12276.0)	(100, 12514.0)	(110, 12690.0)	(120, 13122.0)	(130, 13667.0)	(140, 14542.0)	(150, 15336.0)	(160, 16288.0)	(170, 17365.0)	(180, 18341.0)	(190, 19506.0)	(200, 20709.0)	(210, 21407.0)	(220, 21930.0)	(230, 22050.0)	(240, 21852.0)	(250, 21405.0)	(260, 20124.0)	(270, 18632.0)	(280, 17461.0)	(290, 39009.0)	(300, 375651.0)
SRR27013331_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 5251.0)	(40, 10306.0)	(50, 11684.0)	(60, 12046.0)	(70, 12139.0)	(80, 12269.0)	(90, 12258.0)	(100, 12563.0)	(110, 12807.0)	(120, 13185.0)	(130, 13621.0)	(140, 14432.0)	(150, 15671.0)	(160, 16454.0)	(170, 17839.0)	(180, 18733.0)	(190, 20222.0)	(200, 21625.0)	(210, 23184.0)	(220, 24488.0)	(230, 25219.0)	(240, 26088.0)	(250, 26148.0)	(260, 26537.0)	(270, 26267.0)	(280, 25662.0)	(290, 52636.0)	(300, 380011.0)
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4199.0)	(40, 9295.0)	(50, 10476.0)	(60, 10929.0)	(70, 11084.0)	(80, 11365.0)	(90, 11269.0)	(100, 11585.0)	(110, 11848.0)	(120, 12122.0)	(130, 12538.0)	(140, 12845.0)	(150, 13739.0)	(160, 14496.0)	(170, 15404.0)	(180, 16581.0)	(190, 17683.0)	(200, 18843.0)	(210, 19927.0)	(220, 21056.0)	(230, 21931.0)	(240, 22829.0)	(250, 23137.0)	(260, 23475.0)	(270, 23258.0)	(280, 22786.0)	(290, 49553.0)	(300, 371054.0)
SRR27013332_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4146.0)	(40, 9110.0)	(50, 10308.0)	(60, 10734.0)	(70, 10927.0)	(80, 11230.0)	(90, 11139.0)	(100, 11327.0)	(110, 11511.0)	(120, 11847.0)	(130, 12155.0)	(140, 12490.0)	(150, 13251.0)	(160, 13844.0)	(170, 14468.0)	(180, 15508.0)	(190, 16561.0)	(200, 17405.0)	(210, 18055.0)	(220, 18694.0)	(230, 18735.0)	(240, 19026.0)	(250, 18579.0)	(260, 17878.0)	(270, 16745.0)	(280, 15905.0)	(290, 40734.0)	(300, 422995.0)
SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3975.0)	(40, 8190.0)	(50, 9416.0)	(60, 9891.0)	(70, 10204.0)	(80, 10306.0)	(90, 10582.0)	(100, 10670.0)	(110, 11259.0)	(120, 11798.0)	(130, 12247.0)	(140, 13143.0)	(150, 14450.0)	(160, 15185.0)	(170, 16587.0)	(180, 18102.0)	(190, 19552.0)	(200, 21422.0)	(210, 23496.0)	(220, 24696.0)	(230, 25935.0)	(240, 26859.0)	(250, 27204.0)	(260, 27401.0)	(270, 27043.0)	(280, 26796.0)	(290, 55781.0)	(300, 407598.0)
SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 6589.0)	(40, 13330.0)	(50, 14589.0)	(60, 15194.0)	(70, 15248.0)	(80, 15465.0)	(90, 15631.0)	(100, 15539.0)	(110, 15724.0)	(120, 16162.0)	(130, 16852.0)	(140, 17822.0)	(150, 19024.0)	(160, 20327.0)	(170, 21700.0)	(180, 23374.0)	(190, 25179.0)	(200, 27179.0)	(210, 29095.0)	(220, 30442.0)	(230, 31544.0)	(240, 32440.0)	(250, 32913.0)	(260, 33101.0)	(270, 32420.0)	(280, 31240.0)	(290, 62230.0)	(300, 441426.0)
SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 6446.0)	(40, 13134.0)	(50, 14402.0)	(60, 15035.0)	(70, 15090.0)	(80, 15330.0)	(90, 15515.0)	(100, 15360.0)	(110, 15477.0)	(120, 15816.0)	(130, 16486.0)	(140, 17548.0)	(150, 18436.0)	(160, 19636.0)	(170, 20766.0)	(180, 22281.0)	(190, 23879.0)	(200, 25558.0)	(210, 26898.0)	(220, 27606.0)	(230, 27749.0)	(240, 27716.0)	(250, 27425.0)	(260, 26168.0)	(270, 24208.0)	(280, 22690.0)	(290, 51054.0)	(300, 504070.0)
SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 4915.0)	(40, 10038.0)	(50, 11178.0)	(60, 11701.0)	(70, 11895.0)	(80, 11762.0)	(90, 11801.0)	(100, 11929.0)	(110, 12257.0)	(120, 12618.0)	(130, 12990.0)	(140, 13461.0)	(150, 14641.0)	(160, 15594.0)	(170, 16638.0)	(180, 17884.0)	(190, 19561.0)	(200, 20713.0)	(210, 22431.0)	(220, 23318.0)	(230, 24012.0)	(240, 25160.0)	(250, 25344.0)	(260, 25437.0)	(270, 25050.0)	(280, 24371.0)	(290, 49446.0)	(300, 352514.0)
SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 4789.0)	(40, 9904.0)	(50, 11015.0)	(60, 11537.0)	(70, 11765.0)	(80, 11637.0)	(90, 11664.0)	(100, 11770.0)	(110, 12029.0)	(120, 12350.0)	(130, 12761.0)	(140, 13158.0)	(150, 14219.0)	(160, 14973.0)	(170, 15843.0)	(180, 16946.0)	(190, 18455.0)	(200, 19412.0)	(210, 20571.0)	(220, 21059.0)	(230, 21096.0)	(240, 21426.0)	(250, 20886.0)	(260, 19958.0)	(270, 18576.0)	(280, 17618.0)	(290, 40747.0)	(300, 402495.0)
SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 3678.0)	(40, 7976.0)	(50, 9014.0)	(60, 9257.0)	(70, 9701.0)	(80, 9732.0)	(90, 9883.0)	(100, 10050.0)	(110, 10368.0)	(120, 10915.0)	(130, 11518.0)	(140, 12210.0)	(150, 13234.0)	(160, 14079.0)	(170, 15309.0)	(180, 16270.0)	(190, 17825.0)	(200, 19232.0)	(210, 20835.0)	(220, 21820.0)	(230, 22904.0)	(240, 23736.0)	(250, 24415.0)	(260, 24735.0)	(270, 24208.0)	(280, 24106.0)	(290, 51101.0)	(300, 380990.0)
SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 3577.0)	(40, 7765.0)	(50, 8829.0)	(60, 9094.0)	(70, 9513.0)	(80, 9583.0)	(90, 9705.0)	(100, 9837.0)	(110, 10063.0)	(120, 10574.0)	(130, 11200.0)	(140, 11789.0)	(150, 12683.0)	(160, 13316.0)	(170, 14345.0)	(180, 15143.0)	(190, 16493.0)	(200, 17640.0)	(210, 18653.0)	(220, 18992.0)	(230, 19334.0)	(240, 19347.0)	(250, 19267.0)	(260, 18279.0)	(270, 16894.0)	(280, 16333.0)	(290, 42463.0)	(300, 438390.0)
SRR27013337_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 2174.0)	(40, 4858.0)	(50, 5579.0)	(60, 6058.0)	(70, 6340.0)	(80, 6366.0)	(90, 6518.0)	(100, 6888.0)	(110, 7181.0)	(120, 7662.0)	(130, 8198.0)	(140, 8389.0)	(150, 9179.0)	(160, 9964.0)	(170, 10789.0)	(180, 11765.0)	(190, 12473.0)	(200, 13407.0)	(210, 14182.0)	(220, 15278.0)	(230, 15569.0)	(240, 16291.0)	(250, 16719.0)	(260, 17127.0)	(270, 17168.0)	(280, 16983.0)	(290, 41952.0)	(300, 345385.0)
SRR27013337_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 2102.0)	(40, 4758.0)	(50, 5504.0)	(60, 5953.0)	(70, 6241.0)	(80, 6275.0)	(90, 6392.0)	(100, 6724.0)	(110, 6995.0)	(120, 7449.0)	(130, 7924.0)	(140, 8106.0)	(150, 8741.0)	(160, 9388.0)	(170, 10028.0)	(180, 10825.0)	(190, 11494.0)	(200, 12097.0)	(210, 12607.0)	(220, 13258.0)	(230, 13114.0)	(240, 13186.0)	(250, 13085.0)	(260, 12655.0)	(270, 11790.0)	(280, 11350.0)	(290, 33794.0)	(300, 388607.0)
SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 696.0)	(40, 1617.0)	(50, 1930.0)	(60, 2153.0)	(70, 2486.0)	(80, 2894.0)	(90, 3303.0)	(100, 3677.0)	(110, 4344.0)	(120, 5031.0)	(130, 5622.0)	(140, 6605.0)	(150, 7752.0)	(160, 8782.0)	(170, 9773.0)	(180, 11412.0)	(190, 12498.0)	(200, 13826.0)	(210, 14877.0)	(220, 15913.0)	(230, 16918.0)	(240, 17738.0)	(250, 18609.0)	(260, 19099.0)	(270, 19424.0)	(280, 19867.0)	(290, 46172.0)	(300, 371373.0)
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 2890.0)	(40, 5772.0)	(50, 6479.0)	(60, 6914.0)	(70, 7078.0)	(80, 7107.0)	(90, 7287.0)	(100, 7481.0)	(110, 7715.0)	(120, 8283.0)	(130, 8496.0)	(140, 9068.0)	(150, 9776.0)	(160, 10389.0)	(170, 11201.0)	(180, 11961.0)	(190, 12872.0)	(200, 14084.0)	(210, 15332.0)	(220, 16205.0)	(230, 17212.0)	(240, 18320.0)	(250, 19481.0)	(260, 20033.0)	(270, 20889.0)	(280, 21277.0)	(290, 48862.0)	(300, 354695.0)
SRR27013339_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(30, 2815.0)	(40, 5648.0)	(50, 6346.0)	(60, 6782.0)	(70, 6938.0)	(80, 6945.0)	(90, 7116.0)	(100, 7263.0)	(110, 7473.0)	(120, 7980.0)	(130, 8135.0)	(140, 8621.0)	(150, 9249.0)	(160, 9818.0)	(170, 10508.0)	(180, 11161.0)	(190, 11909.0)	(200, 12933.0)	(210, 13877.0)	(220, 14474.0)	(230, 14980.0)	(240, 15489.0)	(250, 15956.0)	(260, 16040.0)	(270, 16309.0)	(280, 16026.0)	(290, 39598.0)	(300, 396770.0)
SRR27013340_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 322.0)	(40, 712.0)	(50, 856.0)	(60, 950.0)	(70, 1102.0)	(80, 1237.0)	(90, 1451.0)	(100, 1673.0)	(110, 1826.0)	(120, 2249.0)	(130, 2728.0)	(140, 3208.0)	(150, 3855.0)	(160, 4653.0)	(170, 5407.0)	(180, 6230.0)	(190, 7317.0)	(200, 8696.0)	(210, 9868.0)	(220, 10878.0)	(230, 11852.0)	(240, 12928.0)	(250, 13931.0)	(260, 15255.0)	(270, 15918.0)	(280, 16535.0)	(290, 46125.0)	(300, 394025.0)
SRR27013341_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(30, 7238.0)	(40, 14595.0)	(50, 16668.0)	(60, 17443.0)	(70, 17554.0)	(80, 17612.0)	(90, 17624.0)	(100, 17784.0)	(110, 18452.0)	(120, 18638.0)	(130, 19602.0)	(140, 20089.0)	(150, 21580.0)	(160, 22879.0)	(170, 24238.0)	(180, 25922.0)	(190, 27632.0)	(200, 29775.0)	(210, 31471.0)	(220, 32599.0)	(230, 33951.0)	(240, 34882.0)	(250, 35581.0)	(260, 34949.0)	(270, 33984.0)	(280, 33052.0)	(290, 61486.0)	(300, 411518.0)
